,Land Contour,Utilities,Overall Qual,Overall Cond,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,TotRms AbvGrd,Fireplaces,SalePrice,BsmtFin SF 2_0,Low Qual Fin SF_0,Street_pave,Lot Shape_Reg,CulDSac,FR2,FR3,Inside,Mod,Sev,Blueste,BrDale,BrkSide,ClearCr,CollgCr,Crawfor,Edwards,Gilbert,Greens,GrnHill,IDOTRR,MeadowV,Mitchel,NAmes,NPkVill,NWAmes,NoRidge,NridgHt,OldTown,SWISU,Sawyer,SawyerW,Somerst,StoneBr,Timber,Veenker,Feedr,Norm,PosA,PosN,RRAe,RRAn,RRNe,RRNn,Feedr.1,Norm.1,PosN.1,RRNn.1,2fmCon,Duplex,Twnhs,TwnhsE,1.5Unf,1Story,2.5Fin,2.5Unf,2Story,SFoyer,SLvl,Gable,Gambrel,Hip,Mansard,Shed,Tar&Grv,WdShake,WdShngl,AsphShn,BrkComm,BrkFace,CBlock,CemntBd,HdBoard,ImStucc,MetalSd,Plywood,PreCast,Stone,Stucco,VinylSd,Wd Sdng,WdShing,AsphShn.1,Brk Cmn,BrkFace.1,CBlock.1,CmentBd,HdBoard.1,ImStucc.1,MetalSd.1,Other,Plywood.1,PreCast.1,Stone.1,Stucco.1,VinylSd.1,Wd Sdng.1,Wd Shng,BrkFace.2,Stone.2,Unknown,Fa,Gd,TA,Fa.1,Gd.1,Po,TA.1,CBlock.2,PConc,Slab,Stone.3,Wood,Fa.2,Gd.2,Po.1,TA.2,Fa.3,Gd.3,Po.2,TA.3,Gd.4,Mn,No,BLQ,GLQ,LwQ,Rec,Unf,BLQ.1,GLQ.1,LwQ.1,Rec.1,Unf.1,GasA,GasW,Grav,OthW,Wall,Fa.4,Gd.5,Po.3,TA.4,Y,FuseF,FuseP,Mix,SBrkr,Fa.5,Gd.6,Po.4,TA.5,Maj2,Min1,Min2,Mod.1,Sal,Sev.1,Typ,Attchd,Basment,BuiltIn,CarPort,Detchd,RFn,Unf.2,Fa.6,Gd.7,Po.5,TA.6,Fa.7,Gd.8,Po.6,TA.7,P,Y.1,CWD,Con,ConLD,ConLI,ConLw,New,Oth,VWD,WD ,AdjLand,Alloca,Family,Normal,Partial,MS SubClass,Lot Frontage,Lot Area,Year Built,Year Remod/Add,Mas Vnr Area,BsmtFin SF 1,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Garage Yr Blt,Garage Cars,Garage Area,Wood Deck SF,Open Porch SF,Mo Sold,Yr Sold
495,3,1,5,7,1,0,3,1,6,0,125000,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,-0.644259254712953,-0.3628898933132311,0.4136662173007525,-1.4700198036852181,-1.535649904375179,-0.6008912727416957,-1.0192345625934354,-0.2986617452449135,1.331036442059481,0.2483321978302968,0.011954296480011901,-0.7729628923818498,-0.09256552112641839,-0.7698449730263585,-0.7839495748495232,-0.2558247127900895,0.3697618699475092,-0.9072202168775808,-0.8919704983353421,-0.7686489696843887,-0.7799797676024581,2.1965005214104982,0.9012719759418648
496,3,1,4,5,2,0,3,1,8,1,142900,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,-0.17758158425138218,-0.3628898933132311,0.47012382219387155,-1.8044064553690777,-1.535649904375179,-0.6008912727416957,-1.0192345625934354,-0.2986617452449135,1.9816268996828794,0.982608542286518,0.8010801772141208,-0.7729628923818498,23.50326367668448,2.6605037419040913,-0.7839495748495232,-0.2558247127900895,-0.9212298448463263,0.511830869888621,0.532007968499786,-0.7686489696843887,-0.7799797676024581,-0.05169429007472805,0.9012719759418648
497,3,1,7,9,2,0,4,1,5,0,156500,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.2890960862101887,-0.3628898933132311,-0.5367034650667514,-1.9715997812110075,1.2071013735961356,-0.6008912727416957,-1.0192345625934354,-0.2986617452449135,0.09014190126427309,-1.1521794398584029,-0.4850271092589163,1.2463975427292822,-0.09256552112641839,0.8463008418600427,-0.7839495748495232,-0.2558247127900895,1.191302052089041,0.511830869888621,1.0498183200761961,-0.7686489696843887,-0.7799797676024581,0.6977039804203473,0.9012719759418648
498,3,1,2,5,1,0,2,1,4,0,59000,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,-0.644259254712953,1.351649930471526,-1.1012795139979419,-0.9684398261594288,-1.535649904375179,-0.6008912727416957,-1.0192345625934354,-0.2986617452449135,-0.27157634544526116,-1.560425747200858,-1.5965193072290869,-0.7729628923818498,-0.09256552112641839,-2.0347695568998656,1.174158710078678,-0.2558247127900895,1.073939168925965,-2.3262713036437828,-2.3159489651704703,-0.7686489696843887,1.323278845349473,-0.05169429007472805,0.9012719759418648
499,3,1,4,6,1,0,2,1,6,0,105000,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,-0.17758158425138218,1.351649930471526,-1.1012795139979419,-1.637213129527148,-1.535649904375179,-0.6008912727416957,-0.20754735207234154,0.3731757303668696,-0.26152861636999636,-0.3583671755814071,-0.7872455316677239,0.6459035186041298,-0.09256552112641839,0.011820323062489172,-0.7839495748495232,-0.2558247127900895,-0.4126573511396638,-0.9072202168775808,-0.49282501899519254,-0.7686489696843887,-0.7799797676024581,1.4471022509154228,0.9012719759418648
500,3,1,5,7,1,0,2,1,4,0,106000,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,-0.644259254712953,-0.3628898933132311,0.5924486327956294,-1.637213129527148,-1.535649904375179,-0.6008912727416957,-1.0192345625934354,-0.2986617452449135,0.4920510642748667,-0.6985724317001196,-0.7670976368404702,-0.7729628923818498,-0.09256552112641839,-1.3825015564473473,-0.7839495748495232,-0.2558247127900895,0.09591514256699867,0.511830869888621,0.7909131442879911,-0.7686489696843887,-0.7799797676024581,-0.05169429007472805,0.9012719759418648
501,3,1,3,5,1,1,1,1,4,0,78500,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,-0.644259254712953,-0.3628898933132311,0.5924486327956294,-2.640373084578727,0.7342132222217709,-0.6008912727416957,-1.0192345625934354,-0.2986617452449135,0.2659771600814078,-0.953726373789154,-1.173413515856756,-0.7729628923818498,-0.09256552112641839,-1.702033653835018,-0.7839495748495232,-0.2558247127900895,-0.7256250395745331,-0.9072202168775808,-0.5899144599157694,-0.7686489696843887,-0.0009950961387798765,1.8218013861629605,0.9012719759418648
502,3,1,6,7,1,1,3,1,6,0,154000,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,-0.8775980899437384,0.9515906382550825,0.38637837493574495,-0.19935052728655164,-0.9208953075885051,2.369668502532726,-0.029749201196292402,-0.2986617452449135,1.1853443704681408,1.172556476952799,1.0260650027851221,-0.7729628923818498,-0.09256552112641839,0.027664889875100948,-0.7839495748495232,-0.2558247127900895,-0.5691411953570984,-0.9072202168775808,-0.3525847154432481,-0.7686489696843887,-0.7799797676024581,-0.05169429007472805,0.9012719759418648
503,3,1,6,4,1,0,3,1,6,1,163000,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,-0.8775980899437384,0.6086826734981311,0.8120059851577591,-0.06559586661300779,-0.7317400470387593,-0.6008912727416957,1.227721778912577,0.08524538367610539,-1.045251484240654,0.20864158461644702,-0.11564903742592912,-0.7729628923818498,-0.09256552112641839,-0.8701938961728998,1.174158710078678,-0.2558247127900895,-0.4126573511396638,0.511830869888621,0.2731027927115809,-0.7686489696843887,-0.7799797676024581,-0.42639342532226576,0.9012719759418648
504,3,1,6,9,1,0,2,1,6,0,143500,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,-0.8775980899437384,-0.24858723839424735,-0.28264424304771574,-0.3665438531284814,1.1598125584586991,-0.6008912727416957,0.9004701099088342,-0.2986617452449135,-0.7990821218966653,-0.043677313671598085,-0.41450947736352783,-0.7729628923818498,-0.09256552112641839,-1.105221637226641,1.174158710078678,-0.2558247127900895,0.2915199478387919,0.511830869888621,0.2731027927115809,-0.7686489696843887,-0.7799797676024581,1.072403115667885,0.9012719759418648
505,3,1,6,6,1,0,3,1,5,0,135000,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,-0.8775980899437384,1.351649930471526,0.483924570056634,-0.39998251829686743,-1.2046281984131237,0.8390749912048883,0.3876899356431273,-0.2986617452449135,0.08762996899545687,0.3929194316807496,0.10261982320265421,-0.7729628923818498,-0.09256552112641839,-0.6985444223696055,-0.7839495748495232,-0.2558247127900895,-0.8038669616832503,-0.9072202168775808,-0.6546407538628207,-0.7686489696843887,-0.7799797676024581,-0.8010925605698034,0.9012719759418648
506,3,1,5,7,1,0,2,1,5,0,153000,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,-0.8775980899437384,-0.13428458347526354,-0.062459583964551445,-0.39998251829686743,0.8287908524966439,-0.6008912727416957,1.1968003613689162,-0.2986617452449135,-0.9849651097890648,0.07255948216896202,0.7775742999156581,-0.7729628923818498,-0.09256552112641839,-0.16775143414711097,1.174158710078678,-0.2558247127900895,-0.37353639008530515,-0.9072202168775808,1.7618075534937603,-0.7686489696843887,-0.7799797676024581,-0.42639342532226576,0.9012719759418648
507,3,1,6,5,2,0,3,1,6,2,157500,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,-0.8775980899437384,0.1643076798253931,2.72529148431346,-0.2996665227917095,-1.0627617530008144,-0.29880044813751727,2.253282127443991,-0.2986617452449135,-0.7940582573590329,1.4503907694497475,1.3551472849636017,-0.7729628923818498,-0.09256552112641839,0.28645948114776,1.174158710078678,-0.2558247127900895,-0.6865040785201744,0.511830869888621,0.3701922336321578,-0.7686489696843887,0.25866646101577956,2.1965005214104982,0.9012719759418648
508,2,1,6,6,1,0,2,1,5,1,113500,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,-0.8775980899437384,0.7801366558766069,0.027872583864439027,-0.3665438531284814,-1.1573393832756873,0.22482364784305875,-1.0192345625934354,-0.2986617452449135,-0.9146310062622109,-2.2861969602541112,0.22686517463738626,-0.7729628923818498,-0.09256552112641839,-0.6008362603584996,-0.7839495748495232,-0.2558247127900895,-0.7647460006288916,-0.9072202168775808,-0.2447075588648293,-0.7686489696843887,-0.052927407569691755,-0.8010925605698034,0.9012719759418648
509,3,1,5,7,1,0,3,1,6,1,133000,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,-0.4109204194821676,-0.3628898933132311,1.0139987493309184,-0.6674918396439551,-1.535649904375179,-0.6008912727416957,-0.05294026435403794,-0.2986617452449135,-0.16858712242379656,-0.3810475259893213,-0.12908096731076502,-0.7729628923818498,5.052389717494004,-0.2681003572936522,-0.7839495748495232,-0.2558247127900895,-1.1168346501181194,-0.9072202168775808,-0.7625179104412395,-0.7686489696843887,-0.052927407569691755,1.072403115667885,0.9012719759418648
510,3,1,3,4,2,0,2,2,6,0,92900,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.7557737566717595,-0.3628898933132311,-0.11515334853146256,-0.6340531744755692,-1.535649904375179,-0.6008912727416957,-1.0192345625934354,-0.2986617452449135,-1.3165401692728047,-2.7398039684123945,-0.11564903742592912,-0.7729628923818498,-0.09256552112641839,-0.8701938961728998,-0.7839495748495232,-0.2558247127900895,0.3697618699475092,0.511830869888621,-0.1584058336020943,-0.7686489696843887,-0.7799797676024581,-0.05169429007472805,0.9012719759418648
511,3,1,4,5,2,0,2,2,6,0,90000,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.7557737566717595,-0.3628898933132311,-0.5367034650667514,-0.6674918396439551,-1.535649904375179,-0.6008912727416957,-1.0192345625934354,-0.2986617452449135,-1.3165401692728047,-2.7398039684123945,-0.11564903742592912,-0.7729628923818498,-0.09256552112641839,-0.8701938961728998,-0.7839495748495232,-0.2558247127900895,-0.842987922737609,0.511830869888621,-0.050528677023675486,-0.7686489696843887,-0.7799797676024581,-0.05169429007472805,0.9012719759418648
512,3,1,5,4,1,1,3,1,7,0,138000,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,-0.17758158425138218,-0.3628898933132311,-0.5367034650667514,-0.6340531744755692,-0.022407819977212393,-0.6008912727416957,-0.5554132994385247,1.9535934110917306,0.3815260444469535,0.6849289431826445,0.2067172798101324,1.267653968362031,-0.09256552112641839,1.4114237248431962,1.174158710078678,-0.2558247127900895,-1.0777136890637609,-0.9072202168775808,-1.0214230862294447,-0.7686489696843887,-0.7799797676024581,-0.42639342532226576,0.9012719759418648
513,3,1,5,6,1,0,3,1,6,0,128000,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,-0.8775980899437384,0.26577470874117975,-0.48965546098915225,-0.3665438531284814,-1.1573393832756873,-0.6008912727416957,-1.0192345625934354,-0.2986617452449135,1.2983813225648702,0.21147662841743628,-0.11229105495472015,-0.7729628923818498,-0.09256552112641839,-0.8675531350374645,-0.7839495748495232,-0.2558247127900895,-0.7647460006288916,-0.9072202168775808,-0.7301547634677139,-0.7686489696843887,-0.7799797676024581,-1.175791695817341,0.9012719759418648
514,3,1,5,6,1,0,3,1,6,0,139000,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.8775980899437384,0.20862338128168786,-0.42378825528051334,-0.3665438531284814,-0.8263176773136321,-0.6008912727416957,0.2794649742403148,-0.2986617452449135,0.002224271855705727,0.17745610280556504,0.8883877214655542,-0.7729628923818498,-0.09256552112641839,-0.08060631667774619,-0.7839495748495232,-0.2558247127900895,-0.7647460006288916,-0.9072202168775808,-0.7301547634677139,-0.7686489696843887,-0.7799797676024581,-0.42639342532226576,0.9012719759418648
